	accession	bias	bitscore	description	cluster_num	domain_exp_num	domain_included_num	domain_obs_num	domain_reported_num	env_num	evalue	id	query_id	overlap_num	region_num
820	-	0.0	62.2	hypothetical protein LPMP_201900 [Leishmania panamensis]	1	2.7	1	2	2	2	2.3e-17	AIN97684.1	Exo_endo_phos	0	2
821	-	0.0	59.4	apurinic/apyrimidinic endonuclease-redox protein [Leishmania panamensis]	1	1.4	1	1	1	1	1.6e-16	AIN96939.1	Exo_endo_phos	0	1
822	-	0.0	51.4	inositol phosphosphingolipid phospholipase C-Like [Leishmania panamensis]	0	1.3	1	1	1	1	4.7e-14	AIN95830.1	Exo_endo_phos	0	1
823	-	0.0	34.8	endonuclease/exonuclease protein-like protein [Leishmania panamensis]	1	2.5	1	1	1	1	5.5e-09	AIO02670.1	Exo_endo_phos	0	1
824	-	0.0	34.6	pantothenate kinase subunit, putative [Leishmania panamensis]	0	1.5	1	1	1	1	6e-09	AIN99651.1	Exo_endo_phos	0	1
825	-	0.3	30.1	inositol/phosphatidylinositol phosphatase, putative [Leishmania panamensis]	0	2.0	1	2	2	2	1.4e-07	AIN96836.1	Exo_endo_phos	0	2
826	-	0.0	29.2	RNA-editing complex protein MP100, putative [Leishmania panamensis]	1	2.2	1	1	1	1	2.8e-07	AIN99198.1	Exo_endo_phos	0	1
827	-	0.0	27.8	hypothetical protein LPMP_010020 [Leishmania panamensis]	1	2.0	1	1	1	1	7.3e-07	AIN95103.1	Exo_endo_phos	0	1
828	-	0.0	27.3	hypothetical protein LPMP_340640 [Leishmania panamensis]	1	1.5	1	1	1	1	1e-06	AIO01691.1	Exo_endo_phos	0	1
829	-	0.1	23.9	endonuclease/exonuclease/phosphatase-like protein [Leishmania panamensis]	1	3.9	3	3	3	3	1.2e-05	AIN99730.1	Exo_endo_phos	0	3
830	-	0.0	18.2	inositol 5-phosphatase-like protein [Leishmania panamensis]	1	1.6	1	1	1	1	0.00062	AIN97624.1	Exo_endo_phos	0	1
831	-	0.0	15.6	inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative [Leishmania panamensis]	1	1.6	1	1	1	1	0.0039	AIN96296.1	Exo_endo_phos	0	1
832	-	3.0	23.5	hypothetical protein LPMP_211890 [Leishmania panamensis]	0	2.2	1	1	1	1	1.5e-05	AIN98266.1	F-box	0	1
833	-	0.0	21.2	hypothetical protein LPMP_241000 [Leishmania panamensis]	0	1.7	1	1	1	1	8.1e-05	AIN98733.1	F-box	0	1
834	-	0.3	19.1	hypothetical protein LPMP_271350 [Leishmania panamensis]	0	2.0	1	2	2	2	0.00037	AIN99515.1	F-box	0	2
835	-	0.0	14.3	hypothetical protein LPMP_283000 [Leishmania panamensis]	0	1.7	0	1	1	1	0.012	AIN99932.1	F-box	0	1
836	-	0.0	13.5	hypothetical protein LPMP_091390 [Leishmania panamensis]	0	1.8	0	1	1	1	0.022	AIN96053.1	F-box	0	1
837	-	0.6	13.3	ethanolamine phosphotransferase, putative [Leishmania panamensis]	0	1.8	0	1	1	1	0.026	AIN97262.1	F-box	0	1
838	-	0.2	13.2	hypothetical protein LPMP_331280 [Leishmania panamensis]	0	1.9	0	2	2	2	0.026	AIO01420.1	F-box	0	2
839	-	0.4	181.9	target of rapamycin (TOR) kinase 1, putative [Leishmania panamensis]	0	2.2	1	2	2	2	8.5e-54	AIO02774.1	FAT	0	2
840	-	0.4	137.0	phosphatidylinositol 3-kinase (tor2), putative [Leishmania panamensis]	0	1.6	1	1	1	1	3.7e-40	AIN97906.1	FAT	0	1
841	-	3.0	108.2	phosphatidylinositol 3-kinase, putative [Leishmania panamensis]	0	1.5	1	1	1	1	2.1e-31	AIN98021.1	FAT	0	1
842	-	0.1	84.8	target of rapamycin kinase (TOR) kinase 3, putative [Leishmania panamensis]	0	1.6	1	1	1	1	2.7e-24	AIN97863.1	FAT	0	1
843	-	0.5	35.1	phosphatidylinositol 3-related kinase, putative [Leishmania panamensis]	1	3.4	1	2	2	2	3.5e-09	AIO01040.1	FAT	0	2
844	-	0.2	14.9	hypothetical protein LPMP_120610 [Leishmania panamensis]	1	2.5	1	3	3	3	0.0051	AIN96389.1	FAT	2	1
845	-	0.3	58.0	target of rapamycin (TOR) kinase 1, putative [Leishmania panamensis]	0	1.9	1	1	1	1	2.4e-16	AIO02774.1	FATC	0	1
846	-	0.0	44.3	target of rapamycin kinase (TOR) kinase 3, putative [Leishmania panamensis]	0	2.1	1	1	1	1	4.5e-12	AIN97863.1	FATC	0	1
847	-	0.3	43.3	phosphatidylinositol 3-kinase (tor2), putative [Leishmania panamensis]	0	2.0	1	1	1	1	9.2e-12	AIN97906.1	FATC	0	1
848	-	0.9	40.5	phosphatidylinositol 3-related kinase, putative [Leishmania panamensis]	0	2.9	1	3	3	3	7.2e-11	AIO01040.1	FATC	0	3
849	-	1.6	36.1	phosphatidylinositol kinase related protein, putative [Leishmania panamensis]	0	2.3	1	2	2	2	1.6e-09	AIN95189.1	FATC	0	2
850	-	0.0	34.5	phosphatidylinositol 3-kinase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	5.2e-09	AIN98021.1	FATC	0	1
851	-	0.0	17.0	phosphatidylinositol 3-/4-kinase, putative [Leishmania panamensis]	0	2.0	1	1	1	1	0.0015	AIO02438.1	FATC	0	1
852	-	6.1	31.2	hypothetical protein LPMP_250380 [Leishmania panamensis]	1	2.2	1	1	1	1	8.9e-08	AIN98903.1	Fcf2	0	1
853	-	0.0	56.2	hypothetical protein LPMP_090160 [Leishmania panamensis]	0	2.0	1	1	1	1	1.4e-15	AIN95932.1	FHA	0	1
854	-	0.0	54.9	peptidyl-prolyl cis-trans isomerase, putative [Leishmania panamensis]	0	1.3	1	1	1	1	3.6e-15	AIN98345.1	FHA	0	1
855	-	0.0	52.7	hypothetical protein LPMP_160330 [Leishmania panamensis]	0	1.6	1	1	1	1	1.8e-14	AIN96908.1	FHA	0	1
856	-	0.1	51.3	protein kinase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	4.9e-14	AIN98656.1	FHA	0	1
857	-	0.0	42.6	protein kinase, putative [Leishmania panamensis]	0	3.0	2	3	2	3	2.4e-11	AIO01440.1	FHA	0	3
858	-	0.0	37.2	protein kinase, putative [Leishmania panamensis]	0	2.0	1	2	2	2	1.2e-09	AIN95620.1	FHA	0	2
859	-	0.0	36.7	hypothetical protein LPMP_060190 [Leishmania panamensis]	1	2.1	1	1	1	1	1.7e-09	AIN95580.1	FHA	0	1
860	-	0.0	30.4	serine-threonine protein kinase-like protein [Leishmania panamensis]	1	2.1	1	1	1	1	1.6e-07	AIN95386.1	FHA	0	1
861	-	0.0	30.0	hypothetical protein LPMP_204010 [Leishmania panamensis]	0	1.6	1	1	1	1	2.2e-07	AIN97895.1	FHA	0	1
862	-	0.0	28.6	hypothetical protein LPMP_290300 [Leishmania panamensis]	1	2.2	1	1	1	1	5.8e-07	AIN99980.1	FHA	0	1
863	-	0.0	17.4	hypothetical protein LPMP_340670 [Leishmania panamensis]	1	1.7	1	1	1	1	0.0018	AIO01694.1	FHA	0	1
864	-	0.0	17.0	hypothetical protein LPMP_060260 [Leishmania panamensis]	0	1.4	1	1	1	1	0.0023	AIN95587.1	FHA	0	1
865	-	0.0	336.2	fibrillarin [Leishmania panamensis]	0	1.0	1	1	1	1	2.7e-101	AIO02451.1	Fibrillarin	0	1
866	-	0.0	330.9	fibrillarin, putative [Leishmania panamensis]	0	1.0	1	1	1	1	1.1e-99	AIN97349.1	Fibrillarin	0	1
867	-	0.0	20.7	tRNA methyltransferase, putative [Leishmania panamensis]	0	2.2	2	2	2	2	7.6e-05	AIN99887.1	Fibrillarin	0	2
868	-	0.3	46.4	hypothetical protein LPMP_170800 [Leishmania panamensis]	0	1.7	1	1	1	1	1.1e-12	AIN97118.1	G-patch	0	1
869	-	0.8	44.3	hypothetical protein LPMP_061000 [Leishmania panamensis]	0	1.3	1	1	1	1	5.1e-12	AIN95659.1	G-patch	0	1
870	-	2.0	13.5	protein kinase, putative [Leishmania panamensis]	0	1.6	0	1	1	1	0.018	AIN99390.1	GATA	0	1
871	-	0.0	272.3	N-acetyltransferase, putative [Leishmania panamensis]	0	1.5	1	1	1	1	1.2e-81	AIN97159.1	GNAT_acetyltr_2	0	1
872	-	0.0	71.4	nucleolar RNA helicase II, putative [Leishmania panamensis]	0	1.8	1	1	1	1	2.3e-20	AIN95455.1	GUCT	0	1
873	-	0.0	65.8	pre-mRNA splicing factor ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.9	1	2	2	2	1.5e-18	AIO01733.1	HA2	0	2
874	-	0.1	65.3	RNA helicase, putative [Leishmania panamensis]	0	1.9	1	1	1	1	2.1e-18	AIN95925.1	HA2	0	1
875	-	0.0	59.6	DEAD/DEAH box helicase, putative [Leishmania panamensis]	0	2.8	1	3	2	3	1.3e-16	AIO02427.1	HA2	0	3
876	-	0.0	59.3	ATP-dependent DEAD/H RNA helicase, putative [Leishmania panamensis]	0	1.6	1	1	1	1	1.5e-16	AIN98434.1	HA2	0	1
877	-	0.0	58.4	DEAH-box RNA helicase, putative [Leishmania panamensis]	0	1.9	1	1	1	1	2.9e-16	AIO02227.1	HA2	0	1
878	-	0.2	55.0	RNA editing associated helicase 2, putative [Leishmania panamensis]	0	3.0	1	3	3	3	3.3e-15	AIN97788.1	HA2	0	3
879	-	0.0	54.2	ATP-dependent RNA helicase-like protein [Leishmania panamensis]	0	1.6	1	1	1	1	6.2e-15	AIN97688.1	HA2	0	1
880	-	0.0	49.5	ATP-dependent RNA helicase, putative [Leishmania panamensis]	1	2.8	1	2	1	2	1.7e-13	AIO00544.1	HA2	0	2
881	-	0.6	49.1	RNA helicase, putative [Leishmania panamensis]	1	1.8	1	1	1	1	2.3e-13	AIO02711.1	HA2	0	1
882	-	0.0	46.9	pre-mRNA splicing factor, putative [Leishmania panamensis]	0	2.0	1	1	1	1	1.1e-12	AIN98741.1	HA2	0	1
883	-	0.0	46.4	ATP-dependent RNA helicase-like protein [Leishmania panamensis]	0	2.0	1	1	1	1	1.7e-12	AIN97619.1	HA2	0	1
884	-	0.0	23.0	helicase, putative [Leishmania panamensis]	0	2.1	1	2	2	2	3e-05	AIN96355.1	HA2	0	2
885	-	9.3	10.3	hypothetical protein LPMP_356870 [Leishmania panamensis]	0	1.4	0	1	1	1	0.39	AIO02815.1	HABP4_PAI-RBP1	0	1
886	-	2.4	26.0	transcription activator, putative [Leishmania panamensis]	0	2.0	1	1	1	1	5.2e-06	AIO01471.1	HAND	0	1
887	-	0.1	13.5	mitotic cyclin, putative [Leishmania panamensis]	0	2.9	0	3	3	3	0.031	AIN99147.1	HARE-HTH	0	3
888	-	0.0	25.7	serine/threonine kinase-like protein, putative [Leishmania panamensis]	0	1.5	1	2	2	2	2.2e-06	AIN97229.1	Haspin_kinase	0	2
889	-	0.4	24.5	mitogen-activated protein kinase, putative [Leishmania panamensis]	0	1.3	1	1	1	1	4.9e-06	AIN96087.1	Haspin_kinase	0	1
890	-	0.2	23.3	mitogen-activated protein kinase kinase, putative [Leishmania panamensis]	0	3.0	1	3	3	3	1.2e-05	AIO00181.1	Haspin_kinase	0	3
891	-	0.0	20.9	protein kinase-like protein [Leishmania panamensis]	0	1.2	1	1	1	1	6e-05	AIN99573.1	Haspin_kinase	0	1
892	-	0.0	18.8	serine/threonine protein kinase, putative [Leishmania panamensis]	0	1.3	1	1	1	1	0.00027	AIO00151.1	Haspin_kinase	0	1
893	-	0.1	18.1	protein kinase, putative [Leishmania panamensis]	0	1.7	1	2	2	2	0.00043	AIN95254.1	Haspin_kinase	0	2
894	-	0.2	17.5	serine/threonine kinase, putative [Leishmania panamensis]	0	1.2	1	1	1	1	0.00066	AIN95782.1	Haspin_kinase	0	1
895	-	0.1	16.7	protein kinase, putative [Leishmania panamensis]	1	1.5	1	1	1	1	0.0012	AIN99687.1	Haspin_kinase	0	1
896	-	0.1	16.3	protein kinase, putative [Leishmania panamensis]	0	1.3	1	1	1	1	0.0015	AIO01472.1	Haspin_kinase	0	1
897	-	0.0	15.7	protein kinase, putative [Leishmania panamensis]	0	1.2	1	1	1	1	0.0024	AIN99319.1	Haspin_kinase	0	1
898	-	0.0	15.7	protein kinase, putative [Leishmania panamensis]	0	1.2	1	1	1	1	0.0024	AIN96207.1	Haspin_kinase	0	1
899	-	0.0	14.6	protein kinase, putative [Leishmania panamensis]	0	1.1	1	1	1	1	0.0051	AIN98341.1	Haspin_kinase	0	1
900	-	0.3	14.5	mitogen activated protein kinase, putative [Leishmania panamensis]	1	1.7	1	1	1	1	0.0054	AIO01438.1	Haspin_kinase	0	1
901	-	0.1	14.3	cell division related protein kinase 2 [Leishmania panamensis]	1	1.8	1	2	2	2	0.0063	AIO02196.1	Haspin_kinase	1	1
902	-	0.0	14.2	protein kinase, putative [Leishmania panamensis]	0	1.2	1	1	1	1	0.0068	AIO00902.1	Haspin_kinase	0	1
903	-	0.2	13.9	protein kinase, putative [Leishmania panamensis]	0	1.2	1	1	1	1	0.0083	AIN97104.1	Haspin_kinase	0	1
904	-	0.0	13.9	protein kinase, putative [Leishmania panamensis]	0	1.4	1	1	1	1	0.0085	AIO01023.1	Haspin_kinase	0	1
905	-	0.0	12.9	mitogen-activated protein kinase 7, putative [Leishmania panamensis]	0	1.2	0	1	1	1	0.017	AIN96578.1	Haspin_kinase	0	1
906	-	0.1	12.9	serine/threonine protein kinase, putative [Leishmania panamensis]	0	1.2	0	1	1	1	0.017	AIO00867.1	Haspin_kinase	0	1
907	-	0.0	12.7	mitogen-activated protein kinase kinase 2 [Leishmania panamensis]	0	1.4	0	1	1	1	0.02	AIN96463.1	Haspin_kinase	0	1
908	-	0.7	12.7	protein kinase, putative [Leishmania panamensis]	1	2.0	0	1	1	1	0.02	AIO00197.1	Haspin_kinase	0	1
909	-	0.0	12.5	protein kinase, putative [Leishmania panamensis]	1	1.5	0	1	1	1	0.022	AIN95495.1	Haspin_kinase	0	1
910	-	0.0	12.4	mitogen-activated protein kinase, putative [Leishmania panamensis]	0	1.2	0	1	1	1	0.024	AIO01227.1	Haspin_kinase	0	1
911	-	0.0	12.2	protein kinase, putative [Leishmania panamensis]	1	2.2	0	1	1	1	0.027	AIN95480.1	Haspin_kinase	0	1
912	-	0.1	12.2	serine/threonine-protein kinase, putative [Leishmania panamensis]	0	1.8	0	2	2	2	0.028	AIO00087.1	Haspin_kinase	0	2
913	-	0.1	64.2	heat shock protein 83 [Leishmania panamensis]	0	1.5	1	1	1	1	6.1e-18	AIO01330.1	HATPase_c	0	1
914	-	0.0	40.5	hypothetical protein LPMP_203640 [Leishmania panamensis]	0	1.6	1	1	1	1	1.3e-10	AIN97859.1	HATPase_c	0	1
915	-	0.0	40.1	developmentally regulated phosphoprotein-like protein [Leishmania panamensis]	0	2.2	1	2	2	2	1.9e-10	AIN97944.1	HATPase_c	0	2
916	-	0.0	36.4	DNA topoisomerase ii [Leishmania panamensis]	0	1.7	1	1	1	1	2.6e-09	AIN99875.1	HATPase_c	0	1
917	-	0.0	35.5	mitochondrial DNA topoisomerase II [Leishmania panamensis]	0	1.8	1	1	1	1	4.8e-09	AIN96843.1	HATPase_c	0	1
918	-	0.0	32.0	lipophosphoglycan biosynthetic protein, putative [Leishmania panamensis]	0	1.9	1	2	2	2	6.1e-08	AIO00026.1	HATPase_c	0	2
919	-	0.0	29.7	heat shock protein, putative [Leishmania panamensis]	0	1.5	1	1	1	1	3.1e-07	AIO01542.1	HATPase_c	0	1
920	-	0.0	24.9	mismatch repair protein, putative [Leishmania panamensis]	0	1.5	1	1	1	1	9.4e-06	AIN98771.1	HATPase_c	0	1
921	-	0.0	15.9	mismatch repair protein PMS1, putative [Leishmania panamensis]	1	1.9	1	1	1	1	0.0061	AIO01778.1	HATPase_c	0	1
922	-	0.0	14.2	pyruvate dehydrogenase (lipoamide) kinase, putative [Leishmania panamensis]	0	1.5	0	1	1	1	0.02	AIN98636.1	HATPase_c	0	1
923	-	0.0	283.8	ubiquitin-protein ligase-like, putative [Leishmania panamensis]	0	1.3	1	1	1	1	8e-85	AIN95717.1	HECT	0	1
924	-	0.0	255.6	ubiquitin-protein ligase, putative [Leishmania panamensis]	0	1.4	1	1	1	1	3e-76	AIO01857.1	HECT	0	1
925	-	0.0	251.5	ubiquitin-protein ligase, putative [Leishmania panamensis]	0	1.2	1	1	1	1	5.4e-75	AIO00329.1	HECT	0	1
926	-	0.0	235.3	hypothetical protein LPMP_321160 [Leishmania panamensis]	0	1.2	1	1	1	1	4.4e-70	AIO01002.1	HECT	0	1
927	-	0.0	211.9	ubiquitin protein ligase, putative [Leishmania panamensis]	0	2.4	1	3	3	3	6.2e-63	AIO02580.1	HECT	0	3
928	-	0.0	183.4	ubiquitin-protein ligase, putative [Leishmania panamensis]	0	1.7	1	2	2	2	2.9e-54	AIO02776.1	HECT	0	2
929	-	0.0	164.7	protein kinase, putative [Leishmania panamensis]	0	1.5	1	1	1	1	1.4e-48	AIO02009.1	HECT	0	1
930	-	0.0	153.2	hypothetical protein LPMP_203730 [Leishmania panamensis]	1	1.6	1	1	1	1	4.4e-45	AIN97867.1	HECT	0	1
931	-	0.0	146.6	hypothetical protein LPMP_131330 [Leishmania panamensis]	1	1.4	1	1	1	1	4.5e-43	AIN96560.1	HECT	0	1
932	-	0.0	128.5	hypothetical protein LPMP_324060 [Leishmania panamensis]	0	1.6	1	1	1	1	1.5e-37	AIO01287.1	HECT	0	1
933	-	0.5	127.4	hypothetical protein LPMP_345220 [Leishmania panamensis]	1	1.8	1	1	1	1	3.3e-37	AIO02141.1	HECT	0	1
934	-	0.0	122.9	hypothetical protein LPMP_262340 [Leishmania panamensis]	0	1.4	1	1	1	1	7.7e-36	AIN99347.1	HECT	0	1
935	-	0.0	34.9	hypothetical protein LPMP_203110 [Leishmania panamensis]	0	2.1	2	2	2	2	5e-09	AIN97806.1	HECT	0	2
936	-	0.0	29.7	hypothetical protein LPMP_262620 [Leishmania panamensis]	0	2.5	2	3	3	3	1.9e-07	AIN99374.1	HECT	0	3
937	-	0.1	29.3	hypothetical protein LPMP_203120 [Leishmania panamensis]	0	1.3	1	1	1	1	2.4e-07	AIN97807.1	HECT	0	1
938	-	0.0	112.5	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	2.3	1	2	2	2	5.5e-33	AIO00930.1	Helicase_C	0	2
939	-	0.1	109.9	DEAD box RNA helicase, putative [Leishmania panamensis]	0	2.5	1	3	2	3	3.5e-32	AIO02359.1	Helicase_C	0	3
940	-	0.1	109.3	ATP-dependent RNA helicase FAL1, putative [Leishmania panamensis]	0	2.1	1	2	2	2	5.4e-32	AIN99797.1	Helicase_C	0	2
941	-	0.0	108.5	nucleolar RNA helicase II, putative [Leishmania panamensis]	0	3.2	1	3	2	3	9.3e-32	AIN95455.1	Helicase_C	0	3
942	-	0.1	107.2	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	2.4e-31	AIO01921.1	Helicase_C	0	1
943	-	0.2	102.7	ATP-dependent RNA helicase-like protein [Leishmania panamensis]	0	2.4	1	2	2	2	6e-30	AIO02583.1	Helicase_C	0	2
944	-	0.1	100.8	ATP-dependent DEAD/H RNA helicase, putative [Leishmania panamensis]	0	2.2	1	3	1	3	2.4e-29	AIN95724.1	Helicase_C	0	3
945	-	0.3	100.7	eukaryotic initiation factor 4a, putative [Leishmania panamensis]	0	2.1	1	2	2	2	2.4e-29	AIN95175.1	Helicase_C	0	2
946	-	1.4	99.2	ATP-dependent DEAD-box RNA helicase, putative [Leishmania panamensis]	0	2.0	1	2	2	2	7e-29	AIO01664.1	Helicase_C	0	2
947	-	0.1	98.8	DEAD box RNA helicase, putative [Leishmania panamensis]	0	2.7	1	4	1	4	9.6e-29	AIO02327.1	Helicase_C	0	4
948	-	0.0	95.5	ATP-dependent RNA helicase-like protein, putative [Leishmania panamensis]	0	2.2	1	2	1	2	1e-27	AIO00949.1	Helicase_C	0	2
949	-	0.3	95.1	mitochondrial DEAD box protein, putative [Leishmania panamensis]	1	1.9	1	2	1	2	1.4e-27	AIN99853.1	Helicase_C	0	2
950	-	0.8	90.6	RNA helicase, putative [Leishmania panamensis]	0	2.2	1	2	1	2	3.4e-26	AIN98255.1	Helicase_C	0	2
951	-	0.1	89.3	ATP-dependent RNA helicase, putative [Leishmania panamensis]	1	3.4	1	4	3	4	8.3e-26	AIN96738.1	Helicase_C	1	3
952	-	0.0	88.6	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	2.2	1	2	1	2	1.4e-25	AIN99773.1	Helicase_C	0	2
953	-	0.0	85.7	DEAD/DEAH box helicase, putative [Leishmania panamensis]	0	2.4	1	2	2	2	1.1e-24	AIO02396.1	Helicase_C	0	2
954	-	0.0	85.6	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.9	1	2	1	2	1.2e-24	AIN97666.1	Helicase_C	0	2
955	-	0.0	85.5	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	2.1	1	2	1	2	1.3e-24	AIO02012.1	Helicase_C	0	2
956	-	0.0	84.4	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	2.9e-24	AIO01121.1	Helicase_C	0	1
957	-	0.1	83.6	DEAD-box helicase-like protein [Leishmania panamensis]	1	4.0	1	4	3	4	4.9e-24	AIN99385.1	Helicase_C	1	3
958	-	0.0	82.9	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	8.4e-24	AIN95476.1	Helicase_C	0	1
959	-	0.0	82.6	DEAD box RNA helicase, putative [Leishmania panamensis]	0	2.3	1	2	2	2	1.1e-23	AIO02326.1	Helicase_C	0	2
960	-	0.0	82.0	ATP-dependent DEAD/H RNA helicase, putative [Leishmania panamensis]	0	1.9	1	1	1	1	1.6e-23	AIN95818.1	Helicase_C	0	1
961	-	0.0	73.9	DEAD/DEAH box helicase-like protein [Leishmania panamensis]	0	2.0	1	2	1	2	5.4e-21	AIN95999.1	Helicase_C	0	2
962	-	0.0	72.6	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.8	1	2	1	2	1.3e-20	AIN95499.1	Helicase_C	0	2
963	-	0.0	71.6	transcription activator, putative [Leishmania panamensis]	0	2.1	1	2	1	2	2.6e-20	AIO01471.1	Helicase_C	0	2
964	-	0.0	71.0	SNF2 family helicase-like protein [Leishmania panamensis]	0	2.6	1	3	1	3	4.2e-20	AIN96661.1	Helicase_C	0	3
965	-	0.0	65.9	helicase, putative [Leishmania panamensis]	0	1.9	1	2	1	2	1.6e-18	AIO02662.1	Helicase_C	0	2
966	-	1.1	62.9	DNA repair protein, putative [Leishmania panamensis]	0	3.0	1	4	1	4	1.4e-17	AIN98939.1	Helicase_C	0	4
967	-	0.0	62.7	helicase-like protein, putative [Leishmania panamensis]	0	1.5	1	1	1	1	1.6e-17	AIN99076.1	Helicase_C	0	1
968	-	0.5	62.2	DNA repair protein, putative [Leishmania panamensis]	0	2.0	1	2	1	2	2.3e-17	AIN99712.1	Helicase_C	0	2
969	-	0.0	60.0	DNA repair and recombination protein RAD54, putative [Leishmania panamensis]	0	1.8	1	2	1	2	1.1e-16	AIN98706.1	Helicase_C	0	2
970	-	0.0	59.9	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	2.0	1	1	1	1	1.2e-16	AIN98658.1	Helicase_C	0	1
971	-	0.0	59.5	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.9	1	1	1	1	1.5e-16	AIN97997.1	Helicase_C	0	1
972	-	0.0	58.0	RNA helicase, putative [Leishmania panamensis]	2	4.0	2	2	2	2	4.4e-16	AIN96468.1	Helicase_C	0	2
973	-	0.0	56.9	DEAH-box RNA helicase, putative [Leishmania panamensis]	0	1.8	1	1	1	1	1e-15	AIO02227.1	Helicase_C	0	1
974	-	0.0	55.6	DEAD/DEAH box helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	2.4e-15	AIO02427.1	Helicase_C	0	1
975	-	0.0	55.4	RNA helicase, putative [Leishmania panamensis]	0	2.0	1	1	1	1	3e-15	AIN98144.1	Helicase_C	0	1
976	-	0.0	55.1	DNA excision/repair protein SNF2, putative [Leishmania panamensis]	0	1.6	1	1	1	1	3.6e-15	AIN95125.1	Helicase_C	0	1
977	-	0.0	54.1	pre-mRNA splicing factor ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.8	1	1	1	1	7.2e-15	AIO01733.1	Helicase_C	0	1
978	-	0.0	53.8	ATP-dependent DEAD/H RNA helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	9.1e-15	AIN98434.1	Helicase_C	0	1
979	-	0.0	51.8	helicase-like protein, putative [Leishmania panamensis]	0	2.5	1	2	2	2	3.8e-14	AIN98736.1	Helicase_C	0	2
980	-	0.0	51.5	ATP-dependent DEAD/H DNA helicase recQ, putative [Leishmania panamensis]	0	2.4	1	2	2	2	4.6e-14	AIN98782.1	Helicase_C	0	2
981	-	0.0	51.1	hypothetical protein LPMP_160060 [Leishmania panamensis]	1	2.4	1	2	2	2	6.4e-14	AIN96882.1	Helicase_C	0	2
982	-	0.1	50.9	j-binding protein, putative [Leishmania panamensis]	0	1.7	1	1	1	1	7.2e-14	AIN96587.1	Helicase_C	0	1
983	-	0.0	50.1	RNA helicase, putative [Leishmania panamensis]	0	1.9	1	2	1	2	1.3e-13	AIO02711.1	Helicase_C	0	2
984	-	0.1	49.5	DEAD/DEAH box helicase, putative [Leishmania panamensis]	0	1.9	1	2	1	2	2e-13	AIN96080.1	Helicase_C	0	2
985	-	0.2	46.8	RNA editing associated helicase 2, putative [Leishmania panamensis]	1	1.9	1	1	1	1	1.4e-12	AIN97788.1	Helicase_C	0	1
986	-	0.0	46.7	DNA polymerase theta (helicase domain only), putative [Leishmania panamensis]	0	2.4	1	2	2	2	1.5e-12	AIN98603.1	Helicase_C	0	2
987	-	0.1	46.0	ATP-dependent DEAD/H DNA helicase recQ family-like protein [Leishmania panamensis]	0	1.8	1	1	1	1	2.4e-12	AIO00448.1	Helicase_C	0	1
988	-	0.0	45.0	RNA helicase, putative [Leishmania panamensis]	0	1.8	1	1	1	1	4.8e-12	AIN95925.1	Helicase_C	0	1
989	-	0.0	44.8	ATP-dependent RNA helicase-like protein [Leishmania panamensis]	0	1.9	1	2	1	2	5.5e-12	AIN97688.1	Helicase_C	0	2
990	-	0.0	43.3	DNA repair protein-like protein [Leishmania panamensis]	0	1.5	1	1	1	1	1.6e-11	AIN99827.1	Helicase_C	0	1
991	-	0.0	43.2	ATP-dependent RNA helicase-like protein [Leishmania panamensis]	1	2.0	1	1	1	1	1.8e-11	AIN97619.1	Helicase_C	0	1
992	-	0.3	42.5	hypothetical protein LPMP_290200 [Leishmania panamensis]	0	1.8	1	2	1	2	2.9e-11	AIN99971.1	Helicase_C	0	2
993	-	0.0	41.8	DNA repair helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	4.9e-11	AIO01286.1	Helicase_C	0	1
994	-	0.0	41.0	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	8.8e-11	AIO00617.1	Helicase_C	0	1
995	-	0.0	40.2	DNA helicase, putative [Leishmania panamensis]	0	1.8	1	2	1	2	1.5e-10	AIN98693.1	Helicase_C	0	2
996	-	0.0	39.6	DNA repair helicase, putative [Leishmania panamensis]	0	1.7	1	1	1	1	2.3e-10	AIO00009.1	Helicase_C	0	1
997	-	0.1	39.0	pre-mRNA splicing factor, putative [Leishmania panamensis]	1	1.8	1	1	1	1	3.7e-10	AIN98741.1	Helicase_C	0	1
998	-	0.0	39.0	ATP-dependent RNA helicase, putative [Leishmania panamensis]	0	2.3	1	2	1	2	3.7e-10	AIO00544.1	Helicase_C	0	2
